3	0	1	0	7.25	1	0
1	1	1	0	71.2833	2	1
3	1	0	0	7.925	1	1
1	1	1	0	53.1	1	1
3	0	0	0	8.05	1	0
3	0	0	0	8.4583	3	0
1	0	0	0	51.8625	1	0
3	0	3	1	21.075	1	0
3	1	0	2	11.1333	1	1
2	1	1	0	30.0708	2	1
3	1	1	1	16.7	1	1
1	1	0	0	26.55	1	1
3	0	0	0	8.05	1	0
3	0	1	5	31.275	1	0
3	1	0	0	7.8542	1	0
2	1	0	0	16	1	1
3	0	4	1	29.125	3	0
2	0	0	0	13	1	1
3	1	1	0	18	1	0
3	1	0	0	7.225	2	1
2	0	0	0	26	1	0
2	0	0	0	13	1	1
3	1	0	0	8.0292	3	1
1	0	0	0	35.5	1	1
3	1	3	1	21.075	1	0
3	1	1	5	31.3875	1	1
3	0	0	0	7.225	2	0
1	0	3	2	263	1	0
3	1	0	0	7.8792	3	1
3	0	0	0	7.8958	1	0
1	0	0	0	27.7208	2	0
1	1	1	0	146.5208	2	1
3	1	0	0	7.75	3	1
2	0	0	0	10.5	1	0
1	0	1	0	82.1708	2	0
1	0	1	0	52	1	0
3	0	0	0	7.2292	2	1
3	0	0	0	8.05	1	0
3	1	2	0	18	1	0
3	1	1	0	11.2417	2	1
3	1	1	0	9.475	1	0
2	1	1	0	21	1	0
3	0	0	0	7.8958	2	0
2	1	1	2	41.5792	2	1
3	1	0	0	7.8792	3	1
3	0	0	0	8.05	1	0
3	0	1	0	15.5	3	0
3	1	0	0	7.75	3	1
3	0	2	0	21.6792	2	0
3	1	1	0	17.8	1	0
3	0	4	1	39.6875	1	0
3	0	0	0	7.8	1	0
1	1	1	0	76.7292	2	1
2	1	1	0	26	1	1
1	0	0	1	61.9792	2	0
1	0	0	0	35.5	1	1
2	1	0	0	10.5	1	1
3	0	0	0	7.2292	2	0
2	1	1	2	27.75	1	1
3	0	5	2	46.9	1	0
3	0	0	0	7.2292	2	0
1	1	0	0	80		1   1
1	0	1	0	83.475	1	0
3	0	3	2	27.9	1	0
1	0	0	0	27.7208	2	0
3	0	1	1	15.2458	2	1
2	1	0	0	10.5	1	1
3	0	0	0	8.1583	1	0
3	1	4	2	7.925	1	1
3	0	2	0	8.6625	1	0
2	0	0	0	10.5	1	0
3	1	5	2	46.9	1	0
2	0	0	0	73.5	1	0
3	0	1	0	14.4542	2	0
3	0	0	0	56.4958	1	1
3	0	0	0	7.65	1	0
3	0	0	0	7.8958	1	0
3	0	0	0	8.05	1	0
2	0	0	2	29	1	1
3	1	0	0	12.475	1	1
3	0	0	0	9	1	0
3	0	0	0	9.5	1	1
3	1	0	0	7.7875	3	1
1	0	0	0	47.1	1	0
2	1	0	0	10.5	1	1
3	1	3	0	15.85	1	1
3	0	1	3	34.375	1	0
3	0	0	0	8.05	1	0
1	1	3	2	263	1	1
3	0	0	0	8.05	1	0
3	0	0	0	8.05	1	0
3	0	0	0	7.8542	1	0
1	0	1	0	61.175	1	0
3	0	1	2	20.575	1	0
3	0	0	0	7.25	1	0
3	0	0	0	8.05	1	0
1	0	0	0	34.6542	2	0
1	0	0	1	63.3583	2	1
2	1	0	1	23	1	1
2	0	1	0	26	1	0
3	1	0	0	7.8958	1	0
3	0	0	0	7.8958	1	0
1	0	0	1	77.2875	1	0
3	0	0	0	8.6542	1	0
3	0	2	0	7.925	1	0
3	0	0	0	7.8958	1	0
3	1	0	0	7.65	1	1
3	0	0	0	7.775	1	1
3	0	0	0	7.8958	1	0
3	1	1	0	24.15	3	1
1	0	0	0	52	1	0
3	1	1	0	14.4542	2	0
3	0	0	0	8.05	1	0
3	1	1	0	9.825	1	0
3	1	0	0	14.4583	2	0
3	0	0	0	7.925	1	0
3	0	0	0	7.75	3	0
2	0	1	0	21	1	0
1	0	0	1	247.5208	2	0
3	1	4	2	31.275	1	0
2	0	2	0	73.5	1	0
3	0	0	0	8.05	1	0
2	0	1	0	30.0708	2	0
2	1	0	0	13	1	1
1	0	0	1	77.2875	1	0
3	0	1	0	11.2417	2	1
3	0	0	0	7.75	3	0
3	0	0	0	7.1417	1	1
3	1	1	1	22.3583	2	1
3	0	0	0	6.975	1	0
3	0	0	0	7.8958	2	0
3	0	0	0	7.05	1	0
3	1	1	0	14.5	1	0
2	1	1	0	26	1	1
2	0	0	0	13	1	0
2	0	0	0	15.0458	2	0
1	1	0	2	26.2833	1	1
1	0	1	0	53.1	1	0
3	0	0	0	9.2167	1	0
1	0	0	0	79.2	2	0
3	1	0	2	15.2458	2	0
3	1	0	0	7.75	1	1
3	1	1	0	15.85	1	1
3	0	0	0	6.75	3	0
2	0	0	0	11.5	1	0
2	0	1	1	36.75	1	0
3	0	0	0	7.7958	1	1
3	1	2	2	34.375	1	0
2	0	0	2	26	1	0
2	0	0	0	13	1	0
2	0	0	0	12.525	1	0
1	1	1	0	66.6	1	1
3	0	0	0	8.05	1	0
3	0	0	2	14.5	1	0
3	0	0	0	7.3125	1	0
1	0	0	1	61.3792	2	0
3	1	0	0	7.7333	3	1
3	0	0	0	8.05	1	0
3	0	0	0	8.6625	1	0
3	0	8	2	69.55	1	0
3	0	0	1	16.1	1	0
2	1	0	0	15.75	1	1
3	0	0	0	7.775	1	0
3	0	0	0	8.6625	1	0
3	0	4	1	39.6875	1	0
3	0	0	2	20.525	1	1
1	1	0	1	55	1	1
3	1	1	4	27.9	1	0
1	0	0	0	25.925	1	0
3	0	0	0	56.4958	1	0
1	0	0	0	33.5	1	0
3	0	4	1	29.125	3	0
3	1	1	1	11.1333	1	1
3	0	0	0	7.925	1	0
1	0	0	0	30.6958	2	0
3	0	1	1	7.8542	1	0
3	0	3	1	25.4667	1	0
1	1	0	0	28.7125	2	0
2	0	0	0	13	1	0
3	0	0	0	0	1	0
3	1	8	2	69.55	1	0
2	0	0	0	15.05	2	0
3	0	4	2	31.3875	1	0
2	0	2	1	39	1	1
3	1	0	2	22.025	1	1
1	0	0	0	50	1	0
3	1	1	0	15.5	3	1
1	0	0	0	26.55	1	1
3	0	1	1	15.5	3	0
3	0	0	0	7.8958	1	0
2	1	0	0	13	1	1
2	0	0	0	13	1	0
3	1	1	0	7.8542	1	1
2	0	1	1	26	1	1
1	1	0	0	27.7208	2	1
1	1	0	0	146.5208	2	1
3	0	0	0	7.75	3	0
3	0	0	1	8.4042	1	0
3	1	0	0	7.75	3	1
2	1	0	0	13	1	0
3	0	0	0	9.5	1	0
3	0	8	2	69.55	1	0
3	0	0	0	6.4958	1	0
3	0	0	0	7.225	2	0
3	0	0	0	8.05	1	1
3	1	0	1	10.4625	1	0
3	0	1	0	15.85	1	0
3	0	0	0	18.7875	2	1
3	1	0	0	7.75	3	1
1	0	0	0	31	2	1
3	0	0	0	7.05	1	0
2	1	0	0	21	1	1
3	0	0	0	7.25	1	0
2	0	0	0	13	1	0
3	0	1	0	7.75	3	0
1	1	1	0	113.275	2	1
3	1	0	0	7.925	1	1
2	0	1	0	27	1	0
1	1	0	0	76.2917	2	1
2	0	0	0	10.5	1	0
3	0	0	0	8.05	1	1
2	0	0	0	13	1	0
3	0	0	0	8.05	1	0
3	0	0	0	7.8958	1	0
1	0	1	0	90	1	1
3	0	0	0	9.35	1	0
2	0	0	0	10.5	1	1
3	0	0	0	7.25	1	0
2	0	0	0	13	1	0
3	1	3	1	25.4667	1	0
1	1	1	0	83.475	1	1
3	0	0	0	7.775	1	0
2	0	0	0	13.5	1	0
3	1	4	2	31.3875	1	1
2	0	0	0	10.5	1	0
3	1	0	0	7.55	1	0
2	0	1	0	26	1	0
2	1	0	2	26.25	1	1
2	0	0	0	10.5	1	0
2	0	0	0	12.275	1	0
3	1	1	0	14.4542	2	0
3	1	1	0	15.5	3	1
2	0	0	0	10.5	1	0
3	0	0	0	7.125	1	0
3	0	0	0	7.225	2	0
1	0	2	0	90	3	0
3	1	0	0	7.775	1	0
2	1	0	2	14.5	1	1
1	0	1	1	52.5542	1	1
2	0	1	0	26	1	0
3	0	0	0	7.25	1	0
3	1	1	1	10.4625	1	0
1	0	0	0	26.55	1	0
3	0	1	0	16.1	1	0
3	1	0	2	20.2125	1	0
3	1	0	2	15.2458	2	1
1	1	0	0	79.2	2	1
1	1	0	0	86.5	1	1
1	1	0	0	512.3292	2	1
2	1	0	1	26	1	1
3	0	0	0	7.75	3	0
3	0	4	2	31.3875	1	1
1	0	1	1	79.65	1	0
1	0	0	0	0	1	0
3	1	0	0	7.75	3	0
2	0	0	0	10.5	1	0
3	0	4	1	39.6875	1	0
3	0	1	0	7.775	1	1
1	1	0	1	153.4625	1	1
1	1	0	0	135.6333	1	1
1	0	0	0	31	1	0
3	0	0	0	0	1	1
2	1	0	1	19.5	1	1
1	0	0	1	29.7	2	0
3	1	0	0	7.75	3	1
1	1	1	0	77.9583	1	1
3	1	0	0	7.75	1	0
2	0	0	0	0	1	0
3	0	4	1	29.125	3	0
3	1	1	1	20.25	1	1
3	0	0	0	7.75	3	0
3	0	0	0	7.8542	1	0
3	0	0	0	9.5	1	0
3	0	0	0	8.05	1	1
1	0	0	0	26	1	0
3	0	0	0	8.6625	2	0
3	0	0	0	9.5	1	1
3	0	0	0	7.8958	1	0
2	0	0	0	13	1	1
3	1	0	0	7.75	3	1
1	1	0	0	78.85	1	1
1	1	1	0	91.0792	2	1
2	0	0	0	12.875	2	0
3	1	0	0	8.85	1	0
3	0	0	0	7.8958	1	0
1	0	0	0	27.7208	2	0
3	0	0	0	7.2292	2	0
1	1	1	2	151.55	1	0
1	0	0	0	30.5	1	1
1	1	0	1	247.5208	2	1
3	1	0	0	7.75	3	1
3	0	2	0	23.25	3	1
3	0	0	0	0	1	0
2	1	0	0	12.35	3	1
3	0	0	0	8.05	1	0
1	0	1	2	151.55	1	1
1	1	0	0	110.8833	2	1
1	1	1	0	108.9	2	1
2	0	1	0	24	2	0
1	1	0	0	56.9292	2	1
1	1	0	0	83.1583	2	1
1	1	2	2	262.375	2	1
2	1	1	1	26	1	0
3	0	0	0	7.8958	1	0
2	0	1	1	26.25	1	0
3	1	0	0	7.8542	1	1
2	1	1	0	26	1	1
2	0	0	0	14	1	0
1	1	0	2	164.8667	1	1
1	1	1	1	134.5	2	1
3	0	0	0	7.25	1	0
3	0	0	0	7.8958	1	0
2	1	0	0	12.35	3	1
2	1	1	1	29	1	1
3	0	8	2	69.55	1	0
1	1	0	0	135.6333	2	1
3	0	0	0	6.2375	1	0
2	1	0	0	13	1	1
3	1	1	1	20.525	1	1
1	1	0	1	57.9792	2	1
3	1	2	0	23.25	3	1
1	0	0	0	28.5	1	0
1	0	0	1	153.4625	1	0
3	0	2	0	18	1	0
1	1	1	0	133.65	1	1
3	0	0	0	7.8958	1	0
1	0	1	0	66.6	1	0
1	1	0	0	134.5	2	1
3	0	0	0	8.05	1	1
1	0	0	0	35.5	1	0
2	0	1	1	26	1	1
1	1	3	2	263	1	1
2	0	0	0	13	1	0
2	0	0	0	13	1	0
2	0	0	0	13	1	0
2	1	0	0	13	1	1
2	1	0	0	13	1	1
3	1	1	0	16.1	1	1
3	0	1	1	15.9	1	1
3	0	0	0	8.6625	1	0
3	0	0	0	9.225	1	0
1	0	0	0	35	1	0
3	0	1	1	7.2292	2	0
3	0	1	0	17.8	1	0
3	0	0	0	7.225	2	0
3	0	0	0	9.5	1	0
1	1	0	1	55	1	1
2	1	0	0	13	1	0
3	1	0	0	7.8792	3	1
3	1	0	0	7.8792	3	1
3	0	1	4	27.9	1	0
2	0	1	0	27.7208	2	0
3	1	0	1	14.4542	2	0
3	0	0	0	7.05	1	0
3	0	1	0	15.5	3	0
3	0	0	0	7.25	1	0
1	1	1	0	75.25	2	1
3	1	0	0	7.2292	2	1
3	1	0	0	7.75	3	1
1	1	0	0	69.3	2	1
1	0	1	0	55.4417	2	1
3	0	1	0	6.4958	1	0
3	0	0	0	8.05	1	0
1	0	0	0	135.6333	2	0
3	1	3	1	21.075	1	0
1	1	1	0	82.1708	2	1
3	1	0	0	7.25	1	1
1	0	0	2	211.5	2	0
3	0	0	0	4.0125	2	0
3	0	0	0	7.775	1	0
1	1	0	0	227.525	2	1
3	1	0	2	15.7417	2	1
3	0	0	0	7.925	1	0
1	1	1	0	52	1	1
3	0	0	0	7.8958	1	0
2	0	0	0	73.5	1	0
3	0	5	2	46.9	1	0
2	1	0	0	13	1	1
3	0	0	0	7.7292	3	0
2	1	0	0	12	2	1
1	0	1	2	120	1	1
3	0	0	0	7.7958	1	1
3	0	2	0	7.925	1	0
1	1	1	0	113.275	2	1
3	1	0	2	16.7	1	1
3	0	0	0	7.7958	1	0
3	1	0	0	7.8542	1	0
2	0	0	0	26	1	0
2	0	0	0	10.5	1	0
2	1	0	0	12.65	1	1
3	0	0	0	7.925	1	1
3	0	0	0	8.05	1	0
3	1	1	0	9.825	1	0
3	0	1	0	15.85	1	0
3	1	0	0	8.6625	1	0
2	0	1	0	21	1	0
3	0	0	0	7.75	1	0
2	0	1	1	18.75	1	1
3	0	0	0	7.775	1	0
3	1	3	1	25.4667	1	0
3	0	0	0	7.8958	1	0
3	0	0	0	6.8583	3	0
1	1	1	0	90	3	1
2	0	0	0	0	1	0
3	0	0	0	7.925	1	1
3	1	0	0	8.05	1	0
2	1	1	1	32.5	1	1
2	1	0	2	13	1	1
2	0	0	0	13	1	0
3	1	0	2	24.15	1	0
3	0	0	0	7.8958	2	0
3	0	0	0	7.7333	3	0
3	0	0	0	7.875	1	0
3	1	1	1	14.4	1	0
3	0	1	1	20.2125	1	0
3	0	0	0	7.25	1	0
2	1	1	0	26	1	1
2	1	0	0	26	1	1
3	0	0	0	7.75	3	0
3	0	0	0	8.05	1	1
1	0	0	0	26.55	1	1
3	1	1	0	16.1	1	1
2	1	1	0	26	1	1
3	0	0	0	7.125	1	0
1	0	1	0	55.9	1	0
1	1	1	2	120	1	1
3	1	2	2	34.375	1	0
2	1	2	3	18.75	1	1
1	0	1	4	263	1	0
2	0	0	0	10.5	1	0
2	1	1	1	26.25	1	1
3	0	0	0	9.5	1	0
3	0	1	0	7.775	1	0
2	1	0	0	13	1	1
3	0	0	0	8.1125	1	1
1	0	0	2	81.8583	1	1
2	1	0	1	19.5	1	1
1	0	0	0	26.55	1	1
3	1	2	1	19.2583	2	1
1	0	0	0	30.5	1	1
2	0	1	2	27.75	1	0
3	0	1	0	19.9667	1	0
1	0	0	0	27.75	2	0
1	0	1	0	89.1042	2	1
3	0	0	0	8.05	1	0
3	0	0	0	7.8958	2	1
1	0	0	0	26.55	1	0
1	1	1	0	51.8625	1	1
2	1	0	0	10.5	1	1
3	0	0	0	7.75	3	0
1	0	0	0	26.55	1	1
3	0	0	0	8.05	1	0
1	0	0	0	38.5	1	0
2	0	0	0	13	1	0
3	0	0	0	8.05	1	0
3	0	0	0	7.05	1	0
2	0	0	0	0	1	0
1	0	0	0	26.55	1	0
3	0	0	0	7.725	3	0
3	1	2	1	19.2583	2	1
3	0	0	0	7.25	1	0
3	0	0	0	8.6625	1	0
2	1	1	2	27.75	1	1
2	1	0	0	13.7917	2	1
3	1	0	0	9.8375	1	0
1	0	0	0	52	1	0
2	0	1	0	21	1	0
3	0	1	0	7.0458	1	0
3	0	0	0	7.5208	1	0
3	1	0	1	12.2875	1	1
3	0	5	2	46.9	1	0
2	0	0	0	0	1	0
3	0	0	0	8.05	1	0
3	1	0	0	9.5875	1	1
1	0	1	0	91.0792	2	1
3	1	3	1	25.4667	1	0
1	1	1	0	90	1	1
1	0	0	0	29.7	2	0
3	0	0	0	8.05	1	0
3	0	1	1	15.9	1	1
3	0	1	0	19.9667	1	0
3	0	0	0	7.25	1	0
1	0	0	0	30.5	1	0
1	0	0	0	49.5042	2	0
3	0	0	0	8.05	1	0
3	0	0	0	14.4583	2	0
1	1	1	0	78.2667	2	1
3	0	0	0	15.1	1	0
1	1	1	2	151.55	1	0
3	0	0	0	7.7958	1	0
3	0	0	0	8.6625	1	0
3	1	0	0	7.75	3	0
3	1	0	0	7.6292	3	0
3	1	0	0	9.5875	1	0
1	1	0	0	86.5	1	1
1	0	1	0	108.9	2	0
2	1	0	2	26	1	1
1	0	0	0	26.55	1	1
3	0	0	0	22.525	1	0
3	0	0	0	56.4958	1	1
3	0	0	0	7.75	3	1
3	0	0	0	8.05	1	0
1	0	0	0	26.2875	1	1
1	1	1	0	59.4	2	1
3	0	0	0	7.4958	1	0
1	0	0	0	34.0208	1	0
2	1	0	0	10.5	1	1
3	0	0	0	24.15	3	0
2	1	1	0	26	1	1
3	0	0	0	7.8958	1	0
1	1	0	0	93.5	1	1
3	0	0	0	7.8958	1	0
3	0	0	0	7.225	2	0
1	1	0	1	57.9792	2	1
3	0	0	0	7.2292	2	0
3	0	0	0	7.75	3	0
2	1	0	0	10.5	1	1
1	0	0	0	221.7792	1	0
3	0	0	0	7.925	1	0
2	0	2	1	11.5	1	0
2	1	1	1	26	1	1
3	0	0	0	7.2292	2	0
3	0	1	1	7.2292	2	0
3	1	0	2	22.3583	2	1
3	1	0	0	8.6625	1	0
2	1	0	2	26.25	1	1
1	0	0	0	26.55	1	0
1	1	0	0	106.425	2	1
3	0	0	0	14.5	1	0
1	1	0	2	49.5	2	1
1	1	0	2	71	1	1
3	1	4	2	31.275	1	0
3	1	4	2	31.275	1	0
2	0	1	0	26	1	1
1	0	1	0	106.425	2	0
1	0	0	0	26	1	0
2	1	1	0	26	1	1
2	0	0	0	13.8625	2	1
3	0	1	1	20.525	1	0
2	0	1	1	36.75	1	1
1	0	0	2	110.8833	2	1
2	0	0	0	26	1	0
3	0	0	0	7.8292	3	0
3	0	0	0	7.225	2	1
3	1	0	0	7.775	1	1
1	0	0	0	26.55	1	0
1	1	1	0	39.6	2	1
1	0	0	0	227.525	2	0
1	1	1	1	79.65	1	1
3	1	1	0	17.4	1	1
3	0	0	0	7.75	3	0
3	0	0	0	7.8958	1	0
2	0	0	0	13.5	1	0
3	0	0	0	8.05	1	0
3	1	0	0	8.05	1	0
3	0	2	0	24.15	1	0
3	0	0	0	7.8958	1	0
3	1	0	4	21.075	1	0
3	0	0	0	7.2292	2	0
3	0	0	0	7.8542	1	1
2	0	0	0	10.5	1	1
1	1	2	0	51.4792	1	1
1	0	0	0	26.3875	1	1
3	1	0	0	7.75	3	1
3	0	0	0	8.05	1	0
3	0	0	0	14.5	1	0
2	1	0	0	13	1	1
1	1	1	0	55.9	1	1
3	1	1	0	14.4583	2	0
3	0	0	0	7.925	1	1
2	1	1	1	30	1	1
1	1	1	1	110.8833	2	1
2	0	0	0	26	1	0
1	0	0	0	40.125	2	0
3	0	0	0	8.7125	2	0
1	1	0	2	79.65	1	1
2	0	0	0	15	1	0
1	0	1	1	79.2	2	1
3	0	0	0	8.05	1	0
3	0	0	0	8.05	1	0
3	0	0	0	7.125	1	0
1	1	1	0	78.2667	2	1
3	0	0	0	7.25	1	0
3	1	0	2	7.75	3	0
2	0	1	0	26	1	0
3	0	1	1	24.15	1	0
2	1	0	0	33	1	1
3	0	0	0	0	1	0
3	0	0	0	7.225	2	0
1	0	1	0	56.9292	2	1
2	1	2	1	27	1	1
3	0	0	0	7.8958	1	0
1	0	0	0	42.4	1	0
3	0	0	0	8.05	1	0
1	0	0	0	26.55	2	1
3	0	1	0	15.55	1	0
3	0	0	0	7.8958	1	0
1	0	0	0	30.5	1	1
2	1	1	2	41.5792	2	1
1	1	0	0	153.4625	1	1
3	1	1	5	31.275	1	0
3	0	0	0	7.05	1	0
3	1	1	0	15.5	3	1
3	0	0	0	7.75	3	0
3	0	0	0	8.05	1	0
2	1	1	2	65	1	1
3	0	1	1	14.4	1	0
3	1	1	0	16.1	1	0
2	1	2	1	39	1	1
2	0	0	0	10.5	1	0
3	0	1	0	14.4542	2	0
1	0	1	0	52.5542	1	1
3	0	1	1	15.7417	2	1
3	0	0	0	7.8542	1	0
3	0	0	0	16.1	1	0
1	0	0	0	32.3208	1	0
2	0	0	0	12.35	3	0
1	1	0	0	77.9583	1	1
3	0	0	0	7.8958	1	0
3	0	0	0	7.7333	3	0
1	0	0	0	30	1	1
3	0	0	0	7.0542	1	0
1	0	0	0	30.5	2	1
1	0	0	0	0	1	0
3	1	3	2	27.9	1	0
2	1	0	0	13	1	1
3	0	0	0	7.925	1	0
2	0	1	1	26.25	1	0
3	1	0	5	39.6875	1	0
3	0	1	0	16.1	1	0
3	0	0	0	7.8542	1	0
1	1	0	0	69.3	2	1
3	1	3	2	27.9	1	0
3	0	0	0	56.4958	1	1
3	1	2	1	19.2583	2	1
1	0	1	0	76.7292	2	1
3	0	0	0	7.8958	1	0
1	0	0	0	35.5	2	1
3	0	0	0	7.55	1	0
3	1	0	0	7.55	1	1
3	0	0	0	7.8958	1	0
2	1	0	1	23	1	1
3	0	0	0	8.4333	1	0
3	1	0	0	7.8292	3	1
3	1	0	0	6.75	3	0
2	0	2	0	73.5	1	0
3	0	0	0	7.8958	1	0
3	1	1	1	15.5	3	0
2	0	0	0	13	1	0
1	0	0	2	113.275	2	0
1	0	2	0	133.65	1	1
3	0	0	0	7.225	2	0
1	0	0	0	25.5875	1	0
3	0	0	0	7.4958	1	0
3	0	1	0	7.925	1	1
2	0	2	0	73.5	1	0
2	0	0	0	13	1	0
3	0	0	0	7.775	1	0
3	0	0	0	8.05	1	0
1	1	1	0	52	1	1
2	1	1	1	39	1	1
1	0	1	0	52	1	0
2	0	0	0	10.5	1	0
2	0	0	0	13	1	1
2	0	0	0	0	1	0
3	0	0	0	7.775	1	0
3	0	0	0	8.05	1	0
3	1	0	0	9.8417	1	1
3	1	1	6	46.9	1	0
1	0	0	1	512.3292	2	1
3	1	0	0	8.1375	3	0
1	0	0	0	76.7292	2	1
3	0	0	0	9.225	1	0
3	0	5	2	46.9	1	0
2	0	1	1	39	1	0
2	0	1	2	41.5792	2	0
3	0	4	1	39.6875	1	0
3	0	0	0	10.1708	1	0
3	0	0	0	7.7958	1	0
1	1	0	1	211.3375	1	1
1	0	1	0	57	1	1
3	1	0	1	13.4167	2	1
3	0	0	0	56.4958	1	1
3	0	0	0	7.225	2	0
1	0	0	0	26.55	1	0
2	0	0	0	13.5	1	0
3	0	0	0	8.05	1	0
3	1	0	0	7.7333	3	1
1	0	1	1	110.8833	2	0
3	0	0	0	7.65	1	0
1	1	1	0	227.525	2	1
1	0	0	0	26.2875	1	1
3	1	0	1	14.4542	2	0
3	0	0	0	7.7417	3	0
3	0	1	0	7.8542	1	0
2	0	0	0	26	1	0
2	1	0	0	13.5	1	1
1	0	0	0	26.2875	1	1
1	1	0	0	151.55	1	1
3	0	1	1	15.2458	2	1
1	1	0	0	49.5042	2	1
1	0	0	0	26.55	1	0
1	0	1	0	52	1	1
3	0	0	0	9.4833	1	0
2	0	0	0	13	1	0
3	0	0	0	7.65	1	0
1	1	0	0	227.525	2	1
2	1	0	0	10.5	1	1
3	0	0	0	15.5	3	0
3	0	0	0	7.775	1	0
2	1	0	1	33	1	1
3	0	1	0	7.0542	1	0
2	0	0	0	13	1	0
2	0	0	0	13	1	0
1	0	1	0	53.1	1	1
3	0	0	0	8.6625	1	0
2	1	3	0	21	1	1
3	1	0	0	7.7375	3	1
2	0	1	0	26	1	0
3	1	1	0	7.925	1	0
1	1	0	0	211.3375	1	1
3	0	0	0	18.7875	2	0
2	0	0	0	0	1	0
2	0	0	0	13	1	0
2	0	0	0	13	1	0
3	0	0	0	16.1	1	0
3	1	1	3	34.375	1	0
1	0	0	0	512.3292	2	1
3	0	0	0	7.8958	1	0
3	0	0	0	7.8958	1	0
1	0	0	0	30	1	1
1	0	1	0	78.85	1	0
1	1	2	2	262.375	2	1
3	0	1	0	16.1	1	0
3	0	0	0	7.925	1	1
1	0	1	1	71	1	0
3	0	1	1	20.25	1	0
2	1	0	0	13	1	1
1	0	1	0	53.1	1	0
3	0	0	0	7.75	3	0
2	1	1	1	23	1	1
3	0	0	1	12.475	1	1
3	0	0	0	9.5	1	0
3	0	0	0	7.8958	1	0
2	1	1	2	65	1	1
2	0	1	1	14.5	1	1
3	0	0	0	7.7958	1	0
2	0	0	0	11.5	1	0
3	0	0	0	8.05	1	0
1	1	0	0	86.5	1	1
3	0	0	0	14.5	1	0
3	0	0	0	7.125	1	0
3	0	0	0	7.2292	2	1
1	1	1	2	120	1	1
3	0	0	0	7.775	1	0
1	1	1	0	77.9583	1	1
1	0	0	0	39.6	2	0
3	1	0	0	7.75	3	0
3	0	1	0	24.15	3	0
3	0	0	0	8.3625	1	0
3	0	0	0	9.5	1	0
3	0	0	0	7.8542	1	0
2	1	0	0	10.5	1	0
3	0	0	0	7.225	2	0
2	1	1	3	23	1	1
3	0	0	0	7.75	1	0
3	0	0	0	7.75	3	0
3	1	0	0	12.475	1	1
3	0	0	0	7.7375	3	0
1	1	0	1	211.3375	1	1
3	1	0	0	7.2292	2	1
1	1	1	0	57	1	1
1	0	0	0	30	1	0
3	0	1	2	23.45	1	0
3	0	0	0	7.05	1	0
3	0	0	0	7.25	1	0
3	1	0	0	7.4958	1	1
3	0	4	1	29.125	3	0
3	0	1	2	20.575	1	1
1	0	0	0	79.2	2	0
3	0	0	0	7.75	3	0
2	0	0	0	26	1	0
3	1	8	2	69.55	1	0
1	0	0	0	30.6958	2	0
3	0	0	0	7.8958	1	0
2	0	0	0	13	1	0
1	1	0	0	25.9292	1	1
3	1	0	0	8.6833	1	1
3	0	0	0	7.2292	2	0
3	1	1	1	24.15	1	0
2	0	0	0	13	1	0
2	1	1	1	26.25	1	1
1	0	1	2	120	1	1
3	0	0	1	8.5167	2	1
3	0	0	0	6.975	1	1
3	0	0	0	7.775	1	0
1	0	0	0	0	1	0
3	1	0	0	7.775	1	0
2	0	0	0	13	1	0
1	1	1	0	53.1	1	1
3	0	0	0	7.8875	1	0
3	0	0	0	24.15	1	0
2	0	0	0	10.5	1	0
3	1	4	2	31.275	1	0
3	0	0	0	8.05	1	0
1	0	0	0	0	1	0
3	1	0	0	7.925	1	0
2	0	1	1	37.0042	2	0
3	0	0	0	6.45	1	0
3	0	3	2	27.9	1	0
1	1	1	1	93.5	1	1
3	0	0	0	8.6625	1	1
1	0	0	0	0	1	0
3	1	0	1	12.475	1	1
3	0	4	1	39.6875	1	0
3	0	0	0	6.95	3	0
3	0	0	0	56.4958	1	0
